id,content
396,"What are the co-ordinates of the marked point? A. (-4,2), B. (2,-4), C. (4,2), D. (-2,-4)"
397,"Work out: \(\frac{3}{4} - \frac{2}{5} \times \frac{1}{2}\) A. -\frac{1}{2}, B. -\frac{1}{6}, C. \frac{7}{40}, D. \frac{11}{20}"
398,"Jo and Paul are arguing about the line segments on the right. Jo says they are parallel. Paul says they are the same length. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
399,"""The lowest common multiple of a prime number and a non-prime number is their product"" Is this statement... A. always true, B. sometimes true, C. never true, D. Impossible to say without more information"
400,"\(\frac{6}{7} \times \frac{2}{3} = ?\) A. 1\(\frac{11}{21}\), B. \(\frac{9}{7}\), C. \(\frac{8}{21}\), D. \(\frac{4}{7}\)"
401,"Work out: 1 - 3/8 A. 2/7, B. 5/8, C. 2/8, D. 3/7"
402,"(-18) + 7 = 7 + (-18) Is this... A. true because of distributivity, B. true because of associativity, C. true because of commutativity, D. false"
403,"What time will it be 16 hours after 09:00? A. 24:00, B. 13:00, C. 01:00, D. 17:00"
404,"Using the key on the right, which of the following symbols should replace the star in terms of length? 2r ★ 2(p + q) A. >, B. <, C. =, D. Need more information"
405,"Which symbols make the following statement correct? 3 _ -5 _ 0 A. > >, B. > <, C. < >, D. < <"
406,"What is the size of angle p? A. 142°, B. 38°, C. 57°, D. Not enough information"
407,"\(\frac{1}{6} \times 6 = ?\) A. 1, B. \(\frac{6}{36}\), C. \(\frac{1}{36}\), D. 6"
408,"Work out: \(\frac{4}{11} + \frac{7}{11}\) Write your answer in its simplest form. A. \(\frac{11}{22}\), B. \(\frac{1}{2}\), C. \(\frac{11}{11}\), D. 1"
409,"7 × 12 - 4 × 12 = __ × 12 What belongs in the gap? A. 36, B. 11, C. 132, D. 3"
410,"Given that 33.58 ÷ 7.3 = 4.6 what is 7.3 × 4.6? A. 4.6, B. 35, C. 33.58, D. Impossible without a calculator"
411,"What does the vector (-3) mean? (-1) A. 3 left and 1 up, B. 3 right and 1 up, C. 3 left and 1 down, D. 3 right and 1 down"
412,"What is the size of angle p? A. 54°, B. 61°, C. 65°, D. Not enough information"
413,"What is the name given to the angles shaded pink? A. Alternate, B. Corresponding, C. Vertically opposite, D. Complementary"
414,"Which point marks the coordinates (-4,2)? A. A, B. B, C. C, D. D"
415,"Jo and Paul are arguing about how to calculate the perimeter of the symmetrical shape shown. Jo says you can do: 2 × 4 + 2 × 10 Paul says you can do: 2 × (2 × 6 + 4) Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
416,"3k + 2 < m + 2 Using the diagram on the right, is the expression above... A. always true, B. sometimes true, C. never true, D. Need more information"
417,"Lucy has three cards with numbers written on them. ""I have a square number, a prime number and a multiple of 6."" Which set of numbers could Lucy have? A. 4, 9, 24, B. 8, 3, 60, C. 9, 1, 12, D. 9, 5, 54"
418,"Here is the completed Venn diagram from earlier in the quiz. What calculation works out the lowest common multiple of 36 and 90? A. 2 × 2 × 3 × 3 × 3 × 5, B. 2 × 3, C. 2 × 3 × 3 × 5, D. 2 × 3 × 5"
419,"Barry has two fraction cards. The product of the cards is 2/5. What is the other card? A. 29/35, B. 14/15, C. 1/35, D. 6/35"
420,"What time is 2 hours 30 minutes before 1:30 pm? A. 11:00 pm, B. 11:00 am, C. 23:00, D. None of these answers is correct"
421,"Which of the following could replace the star? 7 × (8 + 2) = ★ A. 7 × 8 + 2, B. 78 + 72, C. 7 × 6, D. 7 × 10"
422,"Which of these is not a factor of 27? A. 1, B. 7, C. 9, D. 27"
423,"-4×-3+-4×-7=-4×(□+□)=□ What belongs in the boxes? A. 3 7 -40, B. 3 7 40, C. -3 -7 -40, D. -3 -7 40"
424,"The diameter of the largest circle is 32 cm. What is the radius of each of the smallest circles? A. 8 cm, B. 16 cm, C. 64 cm, D. 4 cm"
425,"Tom and Katie are arguing about how to solve this problem: $\frac{1}{4} \times (\frac{2}{3})^3 = ?$ Tom says a correct step in the solution is this: $\frac{1}{4} \times \frac{6}{9} = ?$ Katie says a correct step in the solution is this: $(\frac{2}{12})^3 = ?$ Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
426,"Tom and Katie are arguing about the answer to 1/5 × 9. Tom says 1/5 × 9 = 1 4/5. Katie says 1/5 × 9 = 9/45. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
427,"Tom and Katie are arguing about ordering fractions. Tom says 5/11 > 5/12 Katie says 5/11 > 6/11 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
428,"Which fraction could go in the missing spaces? 3/8 < - A. 4/16, B. 9/24, C. 3/9, D. 14/32"
429,"Jo and Paul are arguing about subtracting fractions. Jo writes 8/11 - 3/11 = 5/11 Paul writes 8/11 - 3/5 = 5/6 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
430,"What is the area of the parallelogram? A. 21 cm², B. 22 cm², C. 28 cm², D. 84 cm²"
431,"What is the area of this shape? A. 3, B. 6, C. 3.5, D. 4"
432,"What is the area of this shape? A. 6, B. 8, C. 4, D. 7"
433,"Tom and Katie are arguing about equations they can write based on the equation on the right g = 4h Tom says you could write: g - 2 = 2 - 4h Katie says you could write: 0.5g = 2h Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
434,"Tom and Katie are arguing about tessellations. Tom says you can form a tessellating pattern with any triangle. Katie says you can form a tessellating pattern with any quadrilateral. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
435,"Jo and Paul are talking about common factors. Jo says that 5 and 7 are common factors of 105 Paul says that 5 and 7 are common factors of 1050 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
436,"21 ÷ (−3) = A. 7, B. -7, C. 24, D. -24"
437,"Jo and Paul are discussing distance and coordinates. Jo says (4, -3) and (3, -4) are equidistant from the origin. Paul says (-5, -2) and (2, 5) are equidistant from the origin. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
438,"I started with 12 then subtracted 8. Then I multiplied by 3. Then I added on 2 Which of the following calculations fits this description? A. (12 - 8) × 3 + 2, B. 12 - 8 × 3 + 2, C. (12 - 8) × (3 + 2), D. 12 - (8 × 3) + 2"
439,"Isaac starts school at 8:50 am He finishes school at 3:05 pm How many hours does he spend at school? A. 6.15, B. 6.25, C. 7.25, D. 7.15"
440,"What is the name of the mathematical instrument used to construct circles? A. Callipers, B. Compass, C. Protractor, D. Slide rule"
441,"Squares have been arranged in these patterns: How many squares are used to make Pattern 4? A. 20, B. 18, C. 16, D. 14"
442,"\(\frac{2}{7} \times 3 = 3 \div K \times L\) A. K = 7\nL = 2, B. K = 2\nL = 7, C. K = 7\nL = 7, D. Not possible"
443,"Calculate 2/5 ÷ 3 A. 6/5, B. 15/2, C. 2/15, D. 6/15"
444,"4² × 3² = ? A. 25, B. 48, C. 72, D. 144"
445,"6n - 4 + 2n + 3 = A. 8n - 7, B. 4n + 7, C. 8n - 1, D. 4n - 7"
446,"6 - 3 + 2 Tom and Katie are trying to make the calculation above equal to 5. Tom says you can write it like this: (6 - 3) + 2 Katie says you can leave it like this: 6 - 3 + 2 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
447,"What is the lowest common multiple of 6 and 9? A. 3, B. 9, C. 18, D. 54"
448,"Think of a number, then subtract 1, next multiply by 2. Tom says you can write this as: n - 1 × 2 Katie says you can write this as: 2 × (n - 1) Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
449,"Tom and Katie are arguing about the number 1 Tom says 1 is a prime number Katie says 1 is a square number Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
450,"\(\frac{6}{25} = ?\) A. 0.625, B. 0.6, C. 6.25, D. 0.24"
451,"Which of these is not a factor of 12? A. Four, B. Six, C. Twelve, D. Twenty-four"
452,"Given that 6.5 × 8.2 = 53.3 what is 53.3 ÷ 8.2? A. 6.5, B. 8.2, C. 7, D. Impossible without a calculator"
453,"8 × 6 = 21 + 27 3 × 8 × 6 = ★ What should replace the star to preserve equality? A. 21 + 27 + 3, B. 21 + 27 × 3, C. 3 × 21 + 27, D. 3(21 + 27)"
454,"Tom and Katie are still arguing about the number written as 3^4 × 5^2 × 7^2 Tom says the number is odd. Katie says the number is prime. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
455,"Shape P has been rotated 90° clockwise about point (5, 0) to give shape Q. Now imagine moving shape P a total of 2 squares down, and keeping the same rotation. In which direction would shape Q move? A. 2 right, B. 2 left, C. 2 down, D. 2 up"
456,"Tom and Katie are arguing about midpoints. M is the midpoint between points P and Q. Tom says if you know the location of M only, then there is more than one possible location for P and Q. Katie says if you only know the locations of M and Q, then there is more than one possible location for P. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
457,"3 × (−6) = A. -18, B. 18, C. 9, D. -9"
458,"3³ = ? A. 6, B. 9, C. 27, D. 33"
459,"Which point marks the coordinates (3, -2)? A. (-3, 2), B. (-2, 3), C. (3, 2), D. (3, -2)"
460,"Which of the following calculations is represented on the thermometer? A. 4 + 5 = -1, B. -1 + 5 = 4, C. -1 + 4 = 5, D. 1 + 4 = 5"
461,"Which of the following two calculations are represented by the arrow above? A. -3 + 4 = 7 -3 - 4 = -7, B. -3 - 7 = 4 4 + 7 = -3, C. 7 - 3 = 4 7 + 4 = -3, D. -3 + 7 = 4 4 - 7 = -3"
462,"Four students have measured this angle. Which student is the most accurate? A. 33°, B. 47°, C. 147°, D. 153°"
463,"The temperature in Manchester is −4.7°C. The temperature in Madrid is 15°C. How much hotter is it in Madrid than Manchester? A. 19.7°C, B. 19.3°C, C. 10.3°C, D. 11.3°C"
464,"Given that 4.5 × 8.2 = 36.9 what is 36.9 ÷ 4.5? A. 4.5, B. 8.2, C. 8, D. Impossible without a calculator"
465,"3r < ... Using the diagram, which of the following correctly completes the inequality above? p, g, r and w are positive numbers. A. 2g, B. 2p, C. 6w, D. 4w"
466,"Which of the following is the best estimate of the size of this angle? A. 60°, B. 260°, C. 120°, D. 160°"
467,"The radius of each of the circles is 3 cm. What is the perimeter of the square? A. 24 cm, B. 36 cm, C. 48 cm, D. 144 cm"
468,"What are the coordinates of the marked point? A. (0, -3), B. (-3, 0), C. (-3, -3), D. (1, -3)"
469,"""Any prime number has exactly two factors"" Is this statement... A. always true, B. sometimes true, C. never true, D. impossible to say"
470,"Name the centre of rotation that maps shape P onto the shape Q when rotated 90° clockwise. A. (3,1), B. (3.5, 3), C. (3,0), D. Origin"
471,"What should replace the question mark? \(\frac{3}{7} \div 4 = \frac{3}{7} \times ?\) A. \(\frac{1}{4}\), B. 4, C. \(\frac{7}{3}\), D. It is not possible"
472,"9.4 × 50 = A. 4700, B. 420, C. 940, D. 470"
473,"I have £84 and want to buy tickets that cost £7. How many tickets can I buy? Which of the following calculations represents this problem? A. 84 × 7, B. 84 − 7, C. 7 ÷ 84, D. 84 ÷ 7"
474,"1 + (-3) × 5 = A. -14, B. -16, C. -10, D. -20"
475,"Tom says: 3 × (5 + 9) = 3 × 5 + 3 × 9 Katie says: 3 × (5 + 9) = 3 × 5 + 9 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither are correct"
476,"What is an expression for the perimeter of this rectangle? A. 12a, B. 5a², C. 6a, D. Not enough information"
477,"What sign would make this statement true? 5/9 ? 7/12 A. >, B. <, C. =, D. ≈"
478,"How many small cubes have been used to make this larger cube? A. 64, B. 48, C. 16, D. 37"
479,"If 4 and 6 are common factors of the numbers A and B, then both A and B will be multiples of 12."" Is this statement... A. always true, B. sometimes true, C. never true, D. Impossible to say without more information"
480,"I can count 104 legs on the cows in a field. How many cows are there? Which of the following calculations represents this problem? A. 104 ÷ 4, B. 4 ÷ 104, C. 104 − 4, D. 104 × 4"
481,"a = 0.4 b = 0.3 What is the value of ab? A. 0.43, B. 1.2, C. 0.7, D. 0.12"
482,"A common multiple of 4 and 5 is... A. 1, B. 45, C. 80, D. They do not have a common multiple"
483,"Tom and Katie are arguing about unique triangles. Tom says you can construct only one triangle from these measurements: one side of 10cm in between two angles of 40°. Katie says you can construct only one triangle from these measurements: two sides of 10cm with one angle of 40° in between. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
484,"The diagram shows a regular hexagon and a square. What is the size of angle α? A. 210°, B. 120°, C. 150°, D. Not enough information"
485,"64 = _ × 4 = _ × 4 × 4 = _³ Which numbers belong in the gaps? A. 4 4 8, B. 8 8 8, C. 8 4 4, D. 16 4 4"
486,"Which of the following numbers could replace the shapes? A. △ = 6, □ = 16, B. △ = 16, □ = 6, C. △ = 8, □ = 16, D. △ = 16, □ = 8"
487,"Which combination of mathematical instruments has been used to draw this 10 cm line (shown in blue) and its perpendicular bisector (shown in red)? A. Protractor Compass, B. Ruler Compass, C. Ruler Protractor Compass, D. Ruler Protractor"
488,"What is the size of angle q? A. 60°, B. 80°, C. 120°, D. Not enough information"
489,"What is the midpoint of (-2,-8) and (-8,-2)? A. (0,0), B. (-5,-5), C. (-2,0), D. (-6,-6)"
490,"What are the co-ordinates of the marked point? A. (3, -2), B. (-2, -3), C. (-3, 2), D. (-3, -2)"
491,"In the Indian number system 2 00 00 000 = A. two crores, B. twenty crores, C. two lakhs, D. twenty lakhs"
492,"Which of the following cannot represent a straight line? A. 48° 132°, B. 120° 60°, C. 80° 48°, D. 90° 100°"
493,"(-12) ÷ 1/3 = (-12) × □ What belongs in the box? A. 3, B. 0.3, C. -4, D. Not possible"
494,"This diagram could represent... A. 4 lots of 2 lots of 3, B. 4 lots of 3 lots of 3, C. 4 lots of 3 lots of 2, D. 4 lots of 2 lots of 2"
495,"(-5) ÷ 1/2 = (-5) × □ What belongs in the box? A. 0.5, B. -2.5, C. 2, D. Not possible"
496,"Jo and Paul are talking about creating inequalities using the diagram on the right. Jo says: 6g < 4p Paul says: 3(r + w) < 3p Who is correct? p, g, r and w are positive numbers. A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
497,"What is the size of angle p? A. 132°, B. 128°, C. 48°, D. Not enough information"
498,"What is the midpoint of (4,3) and (1,−5)? A. (2.5,−1), B. (5,−2), C. (2.5,−4), D. Impossible as you can't have a decimal coordinate"
499,"Tom and Katie are arguing about fractions and decimals. Tom says every fraction can be written as a decimal. Katie says every number with a finite number of decimal places can be written as a fraction. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
500,"Which number is 2 less than 3/7? A. -1 3/7, B. 1/7, C. -2 3/7, D. -1 4/7"
501,"Which angle is vertically opposite to angle p? A. A, B. B, C. C, D. D"
502,"Which of the following statements is true when n = 1.5? A. 5n > n + 5, B. 5n < n + 5, C. 5n = n + 5, D. Not enough information"
503,"7000 minutes is about... A. 10 days, B. 200 days, C. 100 days, D. 5 days"
504,"What fraction should replace the star? 0.39 - ★ = 0.34 A. 1/5, B. 1/50, C. 5/50, D. 1/20"
505,"Which of the following numbers is a factor of 90 and a multiple of 9... A. 36, B. 30, C. 9, D. 3"
506,"Lucy is trying to work out the answer to 64 × 25. Her working out is on the right On what line does she make her first mistake? A. Line 1, B. Line 2, C. Line 3, D. Line 4"
507,"What is the size of this angle? A. 45°, B. 55°, C. 135°, D. 145°"
508,"Which image completes a symmetric figure using the red line of symmetry? A., B., C., D."
509,"Every positive integer has at least one prime factor Is this statement... A. always true, B. sometimes true, C. never true, D. impossible to say"
510,"What is the area of this compound shape made with rectangles? A. 840 cm², B. 52 cm², C. 42 cm², D. 51 cm²"
511,"10 million = A. 10 000, B. 1 000 000, C. 10 000 000, D. 10 000 000 000"
512,"Kate has a 1 litre bottle of cola that is exactly half full. She pours all the cola into an empty 5 litre tub. What fraction of the tub now has cola in it? A. 1/10, B. 2/5, C. 1/5, D. 5/2"
513,"Jo says: 8 × (4 + 7) = 8 × 4 + 7 Paul says: 8 × (4 + 7) = 8 × 4 + 8 × 7 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
514,"Which shape has a line of symmetry? A. Triangle, B. Quarter circle, C. Semicircle, D. All of them"
515,"Point S has coordinates (3, -2). Point S is translated by the vector (-1, -1) What are the new coordinates of point S? A. (2, -1), B. (2, -3), C. (2, 3), D. (-3, -3)"
516,"2³ × 3² = ? A. 72, B. 17, C. 36, D. 54"
517,"The sum of two bricks is equal to the brick above. What number should replace the star? A. -7, B. -5, C. 7, D. 5"
518,"What is the area of the rectangle marked P? A. 21/10 m², B. 2/3 m², C. 18/25 m², D. 9/10 m²"
519,"Problem 1: Asha has 40 books. Her friend has 8 times fewer. How many books does her friend have? Problem 2: Asha has 40 books. She gives 8 to a friend. How many books does she now have? Which of these problems needs division to solve it? A. Only Problem 1, B. Only Problem 2, C. Both problems, D. Neither problem"
520,"Which of the following cannot represent a straight line? A. 53° 127°, B. 150° 50°, C. 90° 45°, D. 90° 90°"
521,"Work out: $\frac{5}{7} - \frac{1}{4}$ Give your answer in the simplest form. A. $\frac{27}{28}$, B. $\frac{4}{3}$, C. $\frac{13}{28}$, D. $\frac{1}{7}$"
522,"What word do we use to describe the relationship: 20 × 16 = 20 × (2 × 8) = (20 × 2) × 8 = 40 × 8 A. Factors, B. Commutativity, C. Multiples, D. Associativity"
523,"Using the key on the right, which of the following expressions gives the perimeter of this shape in factorised form? A. 4(2p + q), B. 8(p + 2q), C. 8p + 4q), D. 4(2p + 4q)"
524,"On what line of working in this factor tree does the first mistake occur? A. Line 1, B. Line 2, C. Line 3, D. Line 4"
525,"1 + 3 × 4 / 2 = A. 12.5, B. 8, C. 7, D. 6.5"
526,"Describe the movements to get from (5,−2) to (0,1) A. West 5 squares, north 3 squares, B. West 5 squares, south 1 square, C. East 5 squares, south 3 squares, D. West 5 squares, north 4 squares"
527,"What number belongs in the box? (-11) + 7 = A. -18, B. -4, C. -5, D. 18"
528,"p, q and r are 3 angles around a point. Tom and Katie are arguing about them! Tom says p, q and r cannot all be acute. Katie says p, q and r cannot all be obtuse. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
529,"What number belongs in the box? (-8) + 3 = ☐ A. -5, B. -11, C. 11, D. -6"
530,"This is an isosceles triangle. Calculate the size of angle p. A. 32°, B. 74°, C. 106°, D. Not enough information"
531,"The area of the shape on the left is 4 m². What is the area of the shaded section on the shape on the right? A. 3 m², B. 2 2/3 m², C. 2 1/2 m², D. 8/12 m²"
532,"What is the equation of this line of symmetry? A. y = -1.5, B. y = 6, C. y = 3, D. y = 5"
533,"What belongs in the spaces? A. -3 -4, B. ÷ 4 -3, C. -3 ÷ 4, D. -4 -3"
534,"The red line is ___ to the y axis. A. Parallel, B. Opposite, C. Perpendicular, D. Equidistant"
535,"Tom and Katie are arguing about multiples Tom says that if n is a positive integer, 7n will always be a multiple of 7 Katie says that if n is a positive integer, n + 7 will always be a multiple of 7 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
536,"Jo and Paul are arguing about the precise definition of a rhombus. Jo says with a rhombus, all sides are of equal length and opposite sides are parallel. Paul says a rhombus has diagonally opposite angles that are equal. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
537,"Which length do you not need when calculating the area of the parallelogram? A. a, B. b, C. c, D. You need them all"
538,"3/4 × ? = 1/3 A. 4/9, B. 2/3, C. 3/12, D. There are no values that make this calculation work"
539,"56 is 7 lots of ... A. 9, B. 8, C. 63, D. 49"
540,"What is the perimeter of this shape? A. 14, B. 12, C. 15, D. 4"
541,"A shape has an area of n cm². Its lengths are enlarged by a scale factor of 10. What is the area of the enlarged shape? A. 10n, B. 100n, C. 10n², D. 20n"
542,"What is the area of the parallelogram? A. 400 cm², B. 100 cm², C. 80 cm², D. 40 cm²"
543,"This triangle is reflected in the line x = 3. What will the coordinate of the point marked C be after the reflection? A. (1,5), B. (6,1), C. (0,5), D. (3,5)"
544,"Karen and Marty both have a chocolate bar. Karen eats 7/8 of her chocolate bar and Marty eats 1/4 of his chocolate bar. How much more does Karen eat than Marty? A. 5/8, B. 6/4, C. 6/8, D. 9/8"
545,"Think of a number, then add 5, next multiply by 3. Tom says you can write this as: n + 5 × 3 Katie says you can write this as: 3 × (n + 5) Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
546,"This is a number from the Mayan number system. What number is it? A. 2, B. 3, C. 7, D. 12"
547,"The temperature in Preston is −1.4°C. The temperature in Brisbane is 9°C. How much hotter is it in Brisbane than Preston? A. 3.4°C, B. 10.6°C, C. 7.6°C, D. 10.4°C"
548,"The fractions in the two circles below add to give the fraction in the circle above. What should replace the question mark? A. 31/40, B. 8/40, C. 39/40, D. 8/18"
549,"A shape has an area of 10 cm² Its lengths are enlarged by a scale factor of n. What is the area of the enlarged shape? A. 10n, B. 100n, C. 10n², D. 20n"
550,"Using the key on the right, which of the following expressions give the perimeter of this shape in factorised form? A. 6p + 4q, B. 2(3p + 2q), C. 6(p + q), D. 2(3p + 4q)"
551,"Which expression should replace the star in the addition pyramid? A. 4a + 3b, B. 7a + 7b, C. 7ab, D. 7a + 4b"
552,"Line segment P joins up (3,4) and (8,1). Line segment Q joins up (−1,3) and (4,7). Which line segment is longer? A. P, B. Q, C. They are the same length, D. We need more information"
553,"Dots have been arranged in these patterns: How many dots in Pattern 4? A. 18, B. 24, C. 20, D. 16"
554,"Eliana is thinking of a number. It is a single-digit number that has two prime factors. What is Eliana's number? A. 2, B. 6, C. 9, D. 10"
555,"Tom and Katie are arguing about equations they can write based on the equation on the right g = 6p Tom says you could write: g - 1 = 1 - 6p Katie says you could write: 1/6 g = p Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
556,"4/5 × 7 = 7 ÷ K × L A. K = 5 \n L = 5, B. K = 4 \n L = 5, C. K = 5 \n L = 4, D. Not possible"
557,"What should replace the question mark? $\frac{5}{8} \div 3 = \frac{5}{8} \times ?$ A. 8/5, B. 3, C. 1/3, D. It is not possible"
558,"If 3 and 5 are common factors of the numbers M and N, then the highest common factor (HCF) of M and N is 15"" Is this statement... A. always true, B. sometimes true, C. never true, D. Impossible to say without more information"
559,"Statement 1: p × (−q) = (−p) × q Statement 2: −(q)² = q² What can you say about the above statements, where p and q represent different numbers? A. Only statement 1 is true, B. Only statement 2 is true, C. Both statements are true, D. Both statements are false"
560,"Which shape will tessellate? A. Rhombus, B. Scalene triangle, C. Both, D. Neither"
561,"To translate an object 5 squares to the left you would use the vector... A. (-5, -5), B. (0, -5), C. (-5, 0), D. (0, 5)"
562,"Jo and Paul are arguing about the answer to 1/7 × 15. Jo says 1/7 × 15 = 2 1/7. Paul says 1/7 × 15 = 15/7. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
563,"Tom and Katie are arguing about -7 and 2. Tom says: -7 < 2 Katie says: the absolute value of -7 is less than the absolute value of 2 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
564,"Which of the following symbols should replace the star in terms of length? 3p ★ 2q + r A. >, B. <, C. =, D. Need more information"
565,"Tom and Katie are arguing about the line segments on the right. Tom says they are parallel. Katie says they are the same length. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
566,"70 million = A. 70 000 000 000, B. 70 000 000, C. 700 000, D. 70 000"
567,"Four students have measured this angle. Which student is the most accurate? A. 96°, B. 84°, C. 76°, D. 104°"
568,"If = 1, then = ? A. 7, B. 7/9, C. 2/9, D. 2/7"
569,"Rectangle P has been rotated 90° and then enlarged by a scale factor of 3 and then rotated to give rectangle Q. What length should replace the star? 27 cm 18 cm A. 6 cm, B. 15 cm, C. 9 cm, D. 24 cm"
570,"Dots have been arranged in these patterns: Pattern 1 Pattern 2 Pattern 3 Pattern 4 How many dots would there be in Pattern 6? A. 26, B. 20, C. 36, D. 22"
571,"What is the size of angle r? A. 70°, B. 80°, C. 110°, D. Not enough information"
572,"Tom and Katie are trying to draw shapes with perimeter 4(p + 2q) Tom draws: Katie draws: Side lengths Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
573,"What is the area of this compound shape made with rectangles? A. 124 cm², B. 154 cm², C. 180 cm², D. 189 cm²"
574,"Is the following statement always true, sometimes true, or never true? One less than a multiple of 5 is a multiple of 4 A. Never true, B. Sometimes true, C. Always true, D. Not enough information to decide"
575,"Tom and Katie are arguing about how to fully describe the rotation from shape P to shape Q. Tom says: ""a rotation of 90° about point (1, 1)"" Katie says: ""a rotation of 90° clockwise"" Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
576,"A shape is moved 4 squares left and 8 squares up. Which vector describes this movement? A. (-4, -8), B. (4, -8), C. (-4, 8), D. (4, 8)"
577,"What is the size of angle p? A. 51°, B. 70°, C. 80°, D. Not enough information"
578,"What is the highest common factor of 6 and 9? A. 1, B. 3, C. 6, D. 18"
579,"2p = ... Using the diagram, which of the following correctly completes the equation above? A. 3g, B. 5r, C. 8w, D. 8r"
580,"A group of 8 friends has £6 that they plan to share equally. 2 new friends arrive and bring along an additional £1.50. There are now 10 friends with a total of £8 to share equally. What has happened to the amount of money that each of the original group of 8 now receive? A. It has increased, B. It has decreased, C. It has stayed the same, D. We need more information"
581,"100 million = A. 100 000, B. 1 000 000, C. 100 000 000, D. 100 000 000 000"
582,"To translate an object 3 squares down you would use the vector... A. (-3, -3), B. (0, -3), C. (-3, 0), D. (0, 3)"
583,"Think of a number, then add 4, next multiply by 3, next subtract 2, and finally divide by 10. Tom says you can write this as: (3×(n+4)-2)/10 Katie says you can write this as: ((n+4)×3-2)÷10 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
584,"If the original sequence looks like this: Pattern 1 Pattern 2 There are 302 squares in Pattern 100. But if the shape changes to this: Pattern 1 Pattern 2 How many squares would there be in Pattern 100 now? A. 301, B. 300, C. 299, D. 202"
585,"6 × -3 = 2 - A. 5, B. 16, C. 20, D. 22"
586,"Tom and Katie are arguing about constructing triangles. Tom says you can construct a triangle with lengths 11 cm, 10 cm and 2 cm. Katie says you can construct a triangle with lengths 8 cm, 5 cm and 3 cm. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
587,"Jo and Paul are trying to work out the area of the shape on the left. Jo says it is: 8 × (z + 6) Paul says it is: 8 × z + 6 × z Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
588,"a = 4 b = -0.3 Which of the following gives a value of -3.7? A. a - b, B. b - a, C. -a - (-b), D. -a - b"
589,"3k + 2 < m + 1 Using the diagram on the right, is the expression above... A. always true, B. sometimes true, C. never true, D. Need more information"
590,"Jo and Paul are arguing about a number which has been expressed in the following way: 2^2 × 3^3 × 5^2 Jo says 8 is a factor of the number. Paul says 3 is a factor of the number. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
591,"Describe the movements to get from (3,6) to (8,-2) A. West 5 squares, north 6 squares, B. East 5 squares, south 4 squares, C. East 5 squares, south 8 squares, D. East 6 squares, south 9 squares"
592,"I started with 22 then added 8. Then I divided by 3. Then I added on 5"" Which of the following calculations fits this description? A. (22 + 8) ÷ (3 + 5), B. 22 + (8 ÷ 3) + 5, C. (22 + 8) ÷ 3 + 5, D. 22 + 8 ÷ 3 + 5"
593,"48 × 0.125 = A. 48.125, B. 12, C. 6, D. 4.825"
