exercise_id,QuestionId,text
456,456,"Tom and Katie are arguing about midpoints. M is the midpoint between points P and Q. Tom says if you know the location of M only, then there is more than one possible location for P and Q. Katie says if you only know the locations of M and Q, then there is more than one possible location for P. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
457,457,3 × (−6) = -18 18 9 -9
458,458,3³ = ? 6 9 27 33
459,459,"Which point marks the coordinates (3, -2)? (-3, 2) (-2, 3) (3, 2) (3, -2)"
460,460,Which of the following calculations is represented on the thermometer? 4 + 5 = -1 -1 + 5 = 4 -1 + 4 = 5 1 + 4 = 5
461,461,"Which of the following two calculations are represented by the arrow above? -3 + 4 = 7
-3 - 4 = -7 -3 - 7 = 4
4 + 7 = -3 7 - 3 = 4
7 + 4 = -3 -3 + 7 = 4
4 - 7 = -3"
462,462,Four students have measured this angle. Which student is the most accurate? 33° 47° 147° 153°
463,463,The temperature in Manchester is −4.7°C. The temperature in Madrid is 15°C. How much hotter is it in Madrid than Manchester? 19.7°C 19.3°C 10.3°C 11.3°C
464,464,Given that 4.5 × 8.2 = 36.9 what is 36.9 ÷ 4.5? 4.5 8.2 8 Impossible without a calculator
465,465,"3r < ... Using the diagram, which of the following correctly completes the inequality above? p, g, r and w are positive numbers. 2g 2p 6w 4w"
466,466,Which of the following is the best estimate of the size of this angle? 60° 260° 120° 160°
467,467,"The radius of each of the circles is 3 cm.
What is the perimeter of the square? 24 cm 36 cm 48 cm 144 cm"
468,468,"What are the coordinates of the marked point? (0, -3) (-3, 0) (-3, -3) (1, -3)"
469,469,"""Any prime number has exactly two factors"" Is this statement... always true sometimes true never true impossible to say"
470,470,"Name the centre of rotation that maps shape P onto the shape Q when rotated 90° clockwise. (3,1) (3.5, 3) (3,0) Origin"
471,471,What should replace the question mark? \(\frac{3}{7} \div 4 = \frac{3}{7} \times ?\) \(\frac{1}{4}\) 4 \(\frac{7}{3}\) It is not possible
472,472,9.4 × 50 = 4700 420 940 470
473,473,I have £84 and want to buy tickets that cost £7. How many tickets can I buy? Which of the following calculations represents this problem? 84 × 7 84 − 7 7 ÷ 84 84 ÷ 7
474,474,1 + (-3) × 5 = -14 -16 -10 -20
475,475,Tom says: 3 × (5 + 9) = 3 × 5 + 3 × 9 Katie says: 3 × (5 + 9) = 3 × 5 + 9 Who is correct? Only Tom Only Katie Both Tom and Katie Neither are correct
476,476,What is an expression for the perimeter of this rectangle? 12a 5a² 6a Not enough information
477,477,"What sign would make this statement true?

5/9 ? 7/12 > < = ≈"
478,478,How many small cubes have been used to make this larger cube? 64 48 16 37
479,479,"If 4 and 6 are common factors of the numbers A and B, then both A and B will be multiples of 12."" Is this statement... always true sometimes true never true Impossible to say without more information"
480,480,I can count 104 legs on the cows in a field. How many cows are there? Which of the following calculations represents this problem? 104 ÷ 4 4 ÷ 104 104 − 4 104 × 4
481,481,"a = 0.4    b = 0.3
What is the value of ab? 0.43 1.2 0.7 0.12"
482,482,A common multiple of 4 and 5 is... 1 45 80 They do not have a common multiple
483,483,Tom and Katie are arguing about unique triangles. Tom says you can construct only one triangle from these measurements: one side of 10cm in between two angles of 40°. Katie says you can construct only one triangle from these measurements: two sides of 10cm with one angle of 40° in between. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
484,484,The diagram shows a regular hexagon and a square. What is the size of angle α? 210° 120° 150° Not enough information
485,485,"64 = _ × 4 = _ × 4 × 4 = _³ Which numbers belong in the gaps? 4
4
8 8
8
8 8
4
4 16
4
4"
486,486,"Which of the following numbers could replace the shapes? △ = 6, □ = 16 △ = 16, □ = 6 △ = 8, □ = 16 △ = 16, □ = 8"
487,487,Which combination of mathematical instruments has been used to draw this 10 cm line (shown in blue) and its perpendicular bisector (shown in red)? Protractor Compass Ruler Compass Ruler Protractor Compass Ruler Protractor
488,488,What is the size of angle q? 60° 80° 120° Not enough information
489,489,"What is the midpoint of (-2,-8) and (-8,-2)? (0,0) (-5,-5) (-2,0) (-6,-6)"
490,490,"What are the co-ordinates of the marked point? (3, -2) (-2, -3) (-3, 2) (-3, -2)"
491,491,In the Indian number system 2 00 00 000 = two crores twenty crores two lakhs twenty lakhs
492,492,Which of the following cannot represent a straight line? 48° 132° 120° 60° 80° 48° 90° 100°
493,493,"(-12) ÷ 1/3 = (-12) × □
What belongs in the box? 3 0.3 -4 Not possible"
494,494,This diagram could represent... 4 lots of 2 lots of 3 4 lots of 3 lots of 3 4 lots of 3 lots of 2 4 lots of 2 lots of 2
495,495,(-5) ÷ 1/2 = (-5) × □ What belongs in the box? 0.5 -2.5 2 Not possible
496,496,"Jo and Paul are talking about creating inequalities using the diagram on the right. Jo says: 6g < 4p Paul says: 3(r + w) < 3p Who is correct? p, g, r and w are positive numbers. Only Jo Only Paul Both Jo and Paul Neither is correct"
497,497,What is the size of angle p? 132° 128° 48° Not enough information
498,498,"What is the midpoint of (4,3) and (1,−5)? (2.5,−1) (5,−2) (2.5,−4) Impossible as you can't have a decimal coordinate"
499,499,Tom and Katie are arguing about fractions and decimals. Tom says every fraction can be written as a decimal. Katie says every number with a finite number of decimal places can be written as a fraction. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
500,500,Which number is 2 less than 3/7? -1 3/7 1/7 -2 3/7 -1 4/7
501,501,Which angle is vertically opposite to angle p? A B C D
502,502,Which of the following statements is true when n = 1.5? 5n > n + 5 5n < n + 5 5n = n + 5 Not enough information
503,503,7000 minutes is about... 10 days 200 days 100 days 5 days
504,504,"What fraction should replace the star?
0.39 - ★ = 0.34 1/5 1/50 5/50 1/20"
505,505,Which of the following numbers is a factor of 90 and a multiple of 9... 36 30 9 3
506,506,Lucy is trying to work out the answer to 64 × 25. Her working out is on the right On what line does she make her first mistake? Line 1 Line 2 Line 3 Line 4
507,507,What is the size of this angle? 45° 55° 135° 145°
508,508,Which image completes a symmetric figure using the red line of symmetry?    
509,509,Every positive integer has at least one prime factor Is this statement... always true sometimes true never true impossible to say
510,510,What is the area of this compound shape made with rectangles? 840 cm² 52 cm² 42 cm² 51 cm²
511,511,10 million = 10 000 1 000 000 10 000 000 10 000 000 000
512,512,Kate has a 1 litre bottle of cola that is exactly half full. She pours all the cola into an empty 5 litre tub. What fraction of the tub now has cola in it? 1/10 2/5 1/5 5/2
513,513,"Jo says: 8 × (4 + 7) = 8 × 4 + 7
Paul says: 8 × (4 + 7) = 8 × 4 + 8 × 7
Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct"
514,514,Which shape has a line of symmetry? Triangle Quarter circle Semicircle All of them
515,515,"Point S has coordinates (3, -2). Point S is translated by the vector (-1, -1) What are the new coordinates of point S? (2, -1) (2, -3) (2, 3) (-3, -3)"
516,516,2³ × 3² = ? 72 17 36 54
517,517,The sum of two bricks is equal to the brick above. What number should replace the star? -7 -5 7 5
518,518,What is the area of the rectangle marked P? 21/10 m² 2/3 m² 18/25 m² 9/10 m²
519,519,Problem 1: Asha has 40 books. Her friend has 8 times fewer. How many books does her friend have? Problem 2: Asha has 40 books. She gives 8 to a friend. How many books does she now have? Which of these problems needs division to solve it? Only Problem 1 Only Problem 2 Both problems Neither problem
520,520,Which of the following cannot represent a straight line? 53° 127° 150° 50° 90° 45° 90° 90°
521,521,"Work out:

$\frac{5}{7} - \frac{1}{4}$

Give your answer in the simplest form. $\frac{27}{28}$ $\frac{4}{3}$ $\frac{13}{28}$ $\frac{1}{7}$"
522,522,What word do we use to describe the relationship: 20 × 16 = 20 × (2 × 8) = (20 × 2) × 8 = 40 × 8 Factors Commutativity Multiples Associativity
523,523,"Using the key on the right, which of the following expressions gives the perimeter of this shape in factorised form? 4(2p + q) 8(p + 2q) 8p + 4q) 4(2p + 4q)"
524,524,On what line of working in this factor tree does the first mistake occur? Line 1 Line 2 Line 3 Line 4
525,525,1 + 3 × 4 / 2 = 12.5 8 7 6.5
526,526,"Describe the movements to get from (5,−2) to (0,1) West 5 squares, north 3 squares West 5 squares, south 1 square East 5 squares, south 3 squares West 5 squares, north 4 squares"
527,527,What number belongs in the box? (-11) + 7 = -18 -4 -5 18
528,528,"p, q and r are 3 angles around a point. Tom and Katie are arguing about them! Tom says p, q and r cannot all be acute. Katie says p, q and r cannot all be obtuse. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
529,529,What number belongs in the box? (-8) + 3 = ☐ -5 -11 11 -6
530,530,This is an isosceles triangle. Calculate the size of angle p. 32° 74° 106° Not enough information
531,531,The area of the shape on the left is 4 m². What is the area of the shaded section on the shape on the right? 3 m² 2 2/3 m² 2 1/2 m² 8/12 m²
532,532,What is the equation of this line of symmetry? y = -1.5 y = 6 y = 3 y = 5
533,533,What belongs in the spaces? -3 -4 ÷ 4 -3 -3 ÷ 4 -4 -3
534,534,The red line is ___ to the y axis. Parallel Opposite Perpendicular Equidistant
535,535,"Tom and Katie are arguing about multiples Tom says that if n is a positive integer, 7n will always be a multiple of 7 Katie says that if n is a positive integer, n + 7 will always be a multiple of 7 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
536,536,"Jo and Paul are arguing about the precise definition of a rhombus. Jo says with a rhombus, all sides are of equal length and opposite sides are parallel. Paul says a rhombus has diagonally opposite angles that are equal. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct"
537,537,Which length do you not need when calculating the area of the parallelogram? a b c You need them all
538,538,3/4 × ? = 1/3 4/9 2/3 3/12 There are no values that make this calculation work
539,539,56 is 7 lots of ... 9 8 63 49
540,540,What is the perimeter of this shape? 14 12 15 4
541,541,A shape has an area of n cm². Its lengths are enlarged by a scale factor of 10. What is the area of the enlarged shape? 10n 100n 10n² 20n
542,542,What is the area of the parallelogram? 400 cm² 100 cm² 80 cm² 40 cm²
543,543,"This triangle is reflected in the line x = 3. What will the coordinate of the point marked C be after the reflection? (1,5) (6,1) (0,5) (3,5)"
544,544,Karen and Marty both have a chocolate bar. Karen eats 7/8 of her chocolate bar and Marty eats 1/4 of his chocolate bar. How much more does Karen eat than Marty? 5/8 6/4 6/8 9/8
545,545,"Think of a number, then add 5, next multiply by 3. Tom says you can write this as: n + 5 × 3 Katie says you can write this as: 3 × (n + 5) Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
546,546,This is a number from the Mayan number system. What number is it? 2 3 7 12
547,547,The temperature in Preston is −1.4°C. The temperature in Brisbane is 9°C. How much hotter is it in Brisbane than Preston? 3.4°C 10.6°C 7.6°C 10.4°C
548,548,The fractions in the two circles below add to give the fraction in the circle above. What should replace the question mark? 31/40 8/40 39/40 8/18
549,549,A shape has an area of 10 cm² Its lengths are enlarged by a scale factor of n. What is the area of the enlarged shape? 10n 100n 10n² 20n
550,550,"Using the key on the right, which of the following expressions give the perimeter of this shape in factorised form? 6p + 4q 2(3p + 2q) 6(p + q) 2(3p + 4q)"
551,551,Which expression should replace the star in the addition pyramid? 4a + 3b 7a + 7b 7ab 7a + 4b
552,552,"Line segment P joins up (3,4) and (8,1). Line segment Q joins up (−1,3) and (4,7). Which line segment is longer? P Q They are the same length We need more information"
553,553,"Dots have been arranged in these patterns:

How many dots in Pattern 4? 18 24 20 16"
554,554,Eliana is thinking of a number. It is a single-digit number that has two prime factors. What is Eliana's number? 2 6 9 10
555,555,Tom and Katie are arguing about equations they can write based on the equation on the right g = 6p Tom says you could write: g - 1 = 1 - 6p Katie says you could write: 1/6 g = p Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
556,556,4/5 × 7 = 7 ÷ K × L K = 5 \n L = 5 K = 4 \n L = 5 K = 5 \n L = 4 Not possible
557,557,"What should replace the question mark?

$\frac{5}{8} \div 3 = \frac{5}{8} \times ?$ 8/5 3 1/3 It is not possible"
558,558,"If 3 and 5 are common factors of the numbers M and N, then the highest common factor (HCF) of M and N is 15"" Is this statement... always true sometimes true never true Impossible to say without more information"
559,559,"Statement 1: p × (−q) = (−p) × q
Statement 2: −(q)² = q²
What can you say about the above statements, where p and q represent different numbers? Only statement 1 is true Only statement 2 is true Both statements are true Both statements are false"
560,560,Which shape will tessellate? Rhombus Scalene triangle Both Neither
561,561,"To translate an object 5 squares to the left you would use the vector... (-5, -5) (0, -5) (-5, 0) (0, 5)"
562,562,Jo and Paul are arguing about the answer to 1/7 × 15. Jo says 1/7 × 15 = 2 1/7. Paul says 1/7 × 15 = 15/7. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
563,563,"Tom and Katie are arguing about -7 and 2.
Tom says: -7 < 2
Katie says: the absolute value of -7 is less than the absolute value of 2
Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
564,564,"Which of the following symbols should replace the star in terms of length?
3p ★ 2q + r > < = Need more information"
565,565,Tom and Katie are arguing about the line segments on the right. Tom says they are parallel. Katie says they are the same length. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
566,566,70 million = 70 000 000 000 70 000 000 700 000 70 000
567,567,Four students have measured this angle. Which student is the most accurate? 96° 84° 76° 104°
568,568,"If = 1, then = ? 7 7/9 2/9 2/7"
569,569,Rectangle P has been rotated 90° and then enlarged by a scale factor of 3 and then rotated to give rectangle Q. What length should replace the star? 27 cm 18 cm 6 cm 15 cm 9 cm 24 cm
570,570,"Dots have been arranged in these patterns:

Pattern 1    Pattern 2    Pattern 3    Pattern 4

How many dots would there be in Pattern 6? 26 20 36 22"
571,571,What is the size of angle r? 70° 80° 110° Not enough information
572,572,Tom and Katie are trying to draw shapes with perimeter 4(p + 2q) Tom draws: Katie draws: Side lengths Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
573,573,What is the area of this compound shape made with rectangles? 124 cm² 154 cm² 180 cm² 189 cm²
574,574,"Is the following statement always true, sometimes true, or never true?
One less than a multiple of 5 is a multiple of 4 Never true Sometimes true Always true Not enough information to decide"
575,575,"Tom and Katie are arguing about how to fully describe the rotation from shape P to shape Q. Tom says: ""a rotation of 90° about point (1, 1)"" Katie says: ""a rotation of 90° clockwise"" Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
576,576,"A shape is moved 4 squares left and 8 squares up. Which vector describes this movement? (-4, -8) (4, -8) (-4, 8) (4, 8)"
577,577,What is the size of angle p? 51° 70° 80° Not enough information
578,578,What is the highest common factor of 6 and 9? 1 3 6 18
579,579,"2p = ... Using the diagram, which of the following correctly completes the equation above? 3g 5r 8w 8r"
580,580,A group of 8 friends has £6 that they plan to share equally. 2 new friends arrive and bring along an additional £1.50. There are now 10 friends with a total of £8 to share equally. What has happened to the amount of money that each of the original group of 8 now receive? It has increased It has decreased It has stayed the same We need more information
581,581,100 million = 100 000 1 000 000 100 000 000 100 000 000 000
582,582,"To translate an object 3 squares down you would use the vector... (-3, -3) (0, -3) (-3, 0) (0, 3)"
583,583,"Think of a number, then add 4, next multiply by 3, next subtract 2, and finally divide by 10. Tom says you can write this as: (3×(n+4)-2)/10 Katie says you can write this as: ((n+4)×3-2)÷10 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
584,584,If the original sequence looks like this: Pattern 1 Pattern 2 There are 302 squares in Pattern 100. But if the shape changes to this: Pattern 1 Pattern 2 How many squares would there be in Pattern 100 now? 301 300 299 202
585,585,6 × -3 = 2 - 5 16 20 22
586,586,"Tom and Katie are arguing about constructing triangles. Tom says you can construct a triangle with lengths 11 cm, 10 cm and 2 cm. Katie says you can construct a triangle with lengths 8 cm, 5 cm and 3 cm. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
587,587,Jo and Paul are trying to work out the area of the shape on the left. Jo says it is: 8 × (z + 6) Paul says it is: 8 × z + 6 × z Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
588,588,a = 4    b = -0.3 Which of the following gives a value of -3.7? a - b b - a -a - (-b) -a - b
589,589,"3k + 2 < m + 1 Using the diagram on the right, is the expression above... always true sometimes true never true Need more information"
590,590,"Jo and Paul are arguing about a number which has been expressed in the following way:

2^2 × 3^3 × 5^2

Jo says 8 is a factor of the number.

Paul says 3 is a factor of the number.

Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct"
591,591,"Describe the movements to get from (3,6) to (8,-2) West 5 squares, north 6 squares East 5 squares, south 4 squares East 5 squares, south 8 squares East 6 squares, south 9 squares"
592,592,"I started with 22 then added 8. Then I divided by 3. Then I added on 5"" Which of the following calculations fits this description? (22 + 8) ÷ (3 + 5) 22 + (8 ÷ 3) + 5 (22 + 8) ÷ 3 + 5 22 + 8 ÷ 3 + 5"
593,593,48 × 0.125 = 48.125 12 6 4.825
594,594,"In the Indian number system, one lakh, forty thousand and eighty-seven = 14 087 1 40 087 1 400 087 1 040 087"
595,595,"Shape P has been reflected in the line y= 4 to give the shape Q. Now imagine moving shape P a total of 3 squares up, and keeping the same reflection. In which direction would shape Q move? 3 right 3 left 3 down 3 up"
596,596,Tom and Katie are trying to work out the area of the shape on the left. Tom says it is: 2 × (6 + y) Katie says it is: 6 × y + 2 × y Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
597,597,The fractions in the two circles below add to give the fraction in the circle above. What should replace the question mark? 31/40 39/40 23/40 3/20
598,598,A student is asked to express 108 as a product of its prime factors. On what line of working in this factor tree does the first mistake occur? Line 1 Line 2 Line 3 Line 4
599,599,Which number is 3 greater than −1.4? -4.4 2.4 1.6 -1.1
600,600,Which of these quadrilaterals does not have to have two pairs of opposite pairs of angles which are equal? Parallelogram Rhombus Rectangle Kite
601,601,What word do we use to describe the relationship: 8 × 9 = 9 × 8 Commutativity Factors Associativity Distributivity
602,602,"What should replace the question mark?

$\frac{3}{7} \div \frac{2}{5} = \frac{3}{7} \times ?$ $\frac{2}{5}$ 5 $\frac{5}{2}$ $\frac{7}{3}$"
603,603,How much bigger is 5/7 than 2/3? 7/10 3/4 3/21 1/21
604,604,"A line segment from P to Q has midpoint M with coordinates (-3,-2). If the coordinates of P are (-3,-9), what are the coordinates of the point Q? (-3, -3.5) (-7, 3) (-3, 5) (-3, 7)"
605,605,Which number is 3 less than 5/6? -3 1/6 -2 1/6 -3 5/6 2/6
606,606,What is the width of each of the intervals on the number line? 8/3 3/5 2/3 2
607,607,"If 4 is a common factor of the numbers A and B, then 3 is also a common factor of the numbers A and B. Is this statement... always true sometimes true never true Impossible to say without more information"
608,608,What is 7/8 as a decimal? 0.8 0.7 0.78 None of these
609,609,Tom and Katie are arguing about the shape on the right. Tom says it is a parallelogram. Katie says it is a rhombus. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
610,610,What is the output of this Function Machine? 24q 8q − 3 8(q − 3) 5q
611,611,"Using the key on the right, which of the following symbols should replace the star in terms of length? r ★ p + q > < = Need more information"
612,612,What is the order of rotational symmetry of this shape? 0 1 2 4
613,613,Tom and Katie are arguing about powers. Tom says there is no value of m that means 2^m ends in 0. Katie says there is no value of n that means 5^n ends in 0. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
614,614,3 × 2 + 4 - 5 Where do the brackets need to go to make the answer equal 13? 3 × (2 + 4) - 5 3 × 2 + (4 - 5) 3 × (2 + 4 - 5) Does not need brackets
615,615,p × q × r Tom says the statement above is equivalent to: p × (q + r) Katie says the statement above is equivalent to: q × r × p Who is correct? Only Tom Only Katie Both Tom and Katie Neither are correct
616,616,How many factors does 11 have? 0 1 2 11
617,617,Which of the following calculations would correctly work out the area of the rectangle labelled A? 11 × 15 + 11 × 5 11 × 15 - 11 × 5 11 × 10 + 11 × 5 11 × 10 - 11 × 5
618,618,What is the area of the triangle? 18 cm² 12 cm² 24 cm² 108 cm²
619,619,"Calculate

1/4 ÷ 1/6 6/4 1/24 4/6 24"
620,620,"Shape P has been reflected in the line x = 5 to give the shape Q. Now imagine moving shape P a total of 3 squares to the right, and keeping the same reflection. In which direction would shape Q move? 3 right 3 left 3 down 3 up"
621,621,What should replace the question mark? 1/4 1 1/20 1/9
622,622,What can you say about line segments K and L? K is longer than L K is shorter than L K and L are the same length We don't have enough information without measuring them
623,623,a = 5    b = -0.9 Which of the following gives a value of -4.1? a - b b - a -a - b -a - (-b)
624,624,Which of the following is an example of associativity? 5 × (6 + 7) = (5 + 6) × 7 5 × (6 × 7) = (5 × 6) × 7 5 × (6 + 7) = 5 × 6 + 5 × 7 5 × 6 = 6 × 5
625,625,What is the size of this angle? 65° 75° 125° 115°
626,626,"Tom and Katie are arguing about multiples Tom says that if n is a positive integer, 6 + n will always be a multiple of 6 Katie says that if n is a positive integer, 6n will always be a multiple of 6 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
627,627,What word do we use to describe the relationship: 8 × 4 = 5 × 4 + 3 × 4 Associativity Commutativity Distributivity Factors
628,628,(-22) + 48 = 48 - 22 Is this... true because of associativity true because of commutativity true because of distributivity false
629,629,15 × 12 = 15 × (4 × ★) What should replace the star to make this calculation correct? 8 12 3 24
630,630,0.6 = 3/5 = ? % 50% 35% 60% 6%
631,631,What is the area of this shape? 4.5 5 6 Not enough information
632,632,What fraction of a full circle is a 240° sector? 1/240 7/12 2/3 3/4
633,633,What number should replace ★ in the Venn diagram? 11 66 16 132
634,634,Tom and Katie are arguing about the factors of 12 Tom says 1 is a factor of 12 Katie says 12 is a factor of 12 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
635,635,"Here are the depths below sea level of 3 creatures:
Tuna: -2.6 m
Ray: -6 m
Ling: -1.5 m
Arrange their depths in ascending order, starting with the deepest 1st Tuna
2nd Ling
3rd Ray 1st Ling
2nd Ray
3rd Tuna 1st Ling
2nd Tuna
3rd Ray 1st Ray
2nd Tuna
3rd Ling"
636,636,Which of the following is not a quadrilateral? Trapezium Kite Parallelogram Pentagon
637,637,What is the value of a? -1 -6 -5 -7
638,638,Jo and Paul are arguing about -5 and -4. Jo says: -5 > -4 Paul says: the absolute value of -4 is greater than the absolute value of -5 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
639,639,(-5) + (-2) = -7 7 3 -3
640,640,"What should replace the symbols in the following model to represent the calculation
3 × 5 = 5 × 3? ★ = 3
● = 5
❤ = 3 ★ = 3
● = 3
❤ = 5 ★ = 15
● = 15
❤ = 5 ★ = 15
● = 15
❤ = 3"
641,641,"What is the area of the rectangle enclosed by the following 4 lines?

x = 4
y = 2
x = -1
y = 6 12 units² 14 units² 20 units² We need more information"
642,642,n + 6n = 6nn 7n 6n² Cannot be simplified
643,643,What is the area of this shape? 10 9 4.5 4
644,644,Jo says the diagram above represents 3 ÷ 18 = 6 Paul says the diagram represents 6 × 3 = 18 Who is correct? Neither is correct Only Paul Only Jo Both Jo and Paul
645,645,Here is a number line: Which of the following numbers would be placed to the left of -3 on the number line? -2 -8 0 8
646,646,What are the two missing numbers? -5 and 5 -7 and 5 -7 and 6 -5 and 7
647,647,Reflect shape P in line l1 and then in line l2. Describe the single translation from P to the final image. (4 0) (0 8) (0 -6) (6 0)
648,648,Which of the following fractions is the arrow pointing to? 14/5 3 12/5 11/5
649,649,What is 2.5 written as a fraction? 2 1/5 1/2.5 5/2 You cannot write decimal numbers as fractions
650,650,"What number belongs in the box?
□ - 5 = -4 -9 -1 9 1"
651,651,"= \frac{1}{2} of ... 2/8 2/8, 1/8 8/8 8/8, 4/8"
652,652,What number belongs in the box? (-5) + □ = 2 7 8 -3 -7
653,653,Jo and Paul are trying to calculate the answer to 28 × 7 Jo does this: 30 × 7 - 8 × 7 Paul does this: 20 × 7 + 18 × 7 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
654,654,What is the value of p in this compound shape made with rectangles? 5 3 4 Not enough information
655,655,Tom and Katie are trying to write different calculations for the diagram on the left. Tom writes: 3 × (−6) = −18 Katie writes: (−18)/3 = −6 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
656,656,12 ÷ 3 + 1 × 5 = 9 1.5 20 10
657,657,Which of the following has only one pair of parallel lines? Square Rectangle Trapezium Parallelogram
658,658,Jo and Paul are arguing about this expression: 4p + 2q + 3q - p Jo says you can write it as: 3p + 5q Paul says you can write it as: 6pq + 2pq Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
659,659,Tom says the diagram above represents 5 × 4 = 20 Katie says the diagram represents 20 ÷ 5 = 4 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
660,660,Jo and Paul are arguing about ordering fractions. Jo says 4/15 > 5/15 Paul says 4/15 > 4/14 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
661,661,Jo and Paul are discussing triangles. Jo says angles in an isosceles triangle are always acute. Paul says any triangle will have at most one obtuse angle. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
662,662,The diagram shows touching circles with values for radii shown. What is the radius of the largest circle? 13 cm 22 cm 26 cm Not enough information
663,663,Calculate 3 ÷ 2/5 6/5 15/2 2/15 6/15
664,664,Which angle is alternate to angle p? A B C D
665,665,Which of these is not a multiple of 21? 189 84 21 7
666,666,\( \frac{4}{5} \times \frac{2}{9} = ? \) 8/45 6/45 36/10 46/45
667,667,Which of the following quadrilaterals does not necessarily have at least one pair of equal angles? Trapezium Kite Parallelogram Rhombus
668,668,Which of the following statements is correct? Angle P is larger than Angle Q Angle Q is larger than Angle P Angles P and Q are the same size It is impossible to answer without measuring
669,669,Jo and Paul are arguing about the size of the marked angle. Jo says it is 120° Paul says it is 60° Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
670,670,Tom and Katie are arguing about what term could replace the star in this addition pyramid. Tom says it could be: f Katie says it could be: 2f Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
671,671,"What should replace the star?
(\frac{1}{8} \times 5) + (\frac{3}{4} \times 5) = \star \times 5 \frac{38}{8} \frac{4}{12} \frac{3}{32} \frac{7}{8}"
672,672,What is the name of this mathematical instrument? Compass Ruler Protractor Pointer
673,673,Which symbols make the following statement correct? 2 _ -7 _ 0 > > > < < > < <
674,674,
675,675,Tom and Katie are arguing about prime numbers Tom says that 91 is a prime number Katie says that 97 is a prime number Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
676,676,What is the value of a? -9 -3 -10 -8
677,677,The product of two numbers is −20. What could the two numbers be? 0 and −30 −10 and −10 −10 and −2 -4 and 5
678,678,What number belongs in the box? (-8) - (-5) = □ -13 13 3 -3
679,679,What time is 30 minutes before midnight? 11:30 11:30 am 11:30 pm None of these answers is correct
680,680,"Written as a decimal, what number is the arrow pointing to? 0.2 0.25 0.52 0.333 ..."
681,681,Jo and Paul are arguing about squares. They know the perimeter of each square. Jo says they must also know the perimeter of the combined shape. Paul says they must also know the area of the combined shape. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
682,682,What is the order of rotational symmetry of this shape? 0 1 2 4
683,683,What is the size of angle k? 82° 90° 138° Not enough information
684,684,Isaac starts school at 8:40 am He finishes school at 3:10 pm How many hours does he spend at school? 6.5 6.30 7.5 7.30
685,685,What time will it be 17 hours after 11:00? 04:00 06:00 16:00 28:00
686,686,"a = 1
b = 4
ab ☆ a + b
What symbol should replace the star? > < = Need more information"
687,687,Tom and Katie are arguing about the line drawn on the circle to the right. Tom says it is a diameter. Katie says it is a radius. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
688,688,In which region does 35 belong? Multiples of 3 Multiples of 3 and 5 Multiples of 5 Neither multiples of 3 nor 5
689,689,"If these two dashed lines are parallel, what size must angle r be? 128° 62° 52° Not enough information"
690,690,"Which image completes a symmetric figure using the red line of symmetry? Image A showing a symmetrical diamond-like shape across the red line. Image B showing an asymmetrical shape with a step-like pattern below the line. Image C showing a shape with an extra step below the line, breaking symmetry. Image D showing a shape with an extra step above the line, breaking symmetry."
691,691,Order the times from shortest to longest. 8 minutes 8 minutes 40 seconds 8 1/2 minutes 500 seconds
692,692,"Calculate

$\frac{1}{6} \div 3$ 2 $\frac{1}{18}$ 18 $\frac{1}{2}$"
